case_id,activity,timestamp,lifecycle
case-5660,T02_Check_confirmation_of_receipt,2011-02-02T13:38:16.453+01:00,complete
case-5660,T04_Determine_confirmation_of_receipt,2011-02-02T13:39:09.844+01:00,complete
case-5660,T05_Print_and_send_confirmation_of_receipt,2011-02-02T13:52:02.513+01:00,complete
case-5576,Confirmation_of_receipt,2011-02-02T10:37:30.381+01:00,complete
case-5576,T02_Check_confirmation_of_receipt,2011-02-02T10:38:52.942+01:00,complete
case-5576,T04_Determine_confirmation_of_receipt,2011-02-02T10:40:28.295+01:00,complete
case-5576,T05_Print_and_send_confirmation_of_receipt,2011-02-02T10:42:46.317+01:00,complete
case-5576,T06_Determine_necessity_of_stop_advice,2011-02-02T10:43:00.641+01:00,complete
case-5576,T10_Determine_necessity_to_stop_indication,2011-02-02T10:47:06.288+01:00,complete
case-5286,Confirmation_of_receipt,2011-02-02T15:31:51.578+01:00,complete
case-5286,T02_Check_confirmation_of_receipt,2011-02-02T15:47:52.354+01:00,complete
case-5286,T04_Determine_confirmation_of_receipt,2011-02-03T09:37:37.396+01:00,complete
case-5286,T05_Print_and_send_confirmation_of_receipt,2011-02-03T09:41:52.753+01:00,complete
case-5286,T06_Determine_necessity_of_stop_advice,2011-02-03T09:43:18.262+01:00,complete
case-5286,T07-1_Draft_intern_advice_aspect_1,2011-02-03T09:44:22.757+01:00,complete
case-5286,T06_Determine_necessity_of_stop_advice,2011-02-03T09:44:56.122+01:00,complete
case-5286,T07-1_Draft_intern_advice_aspect_1,2011-02-03T09:45:20.401+01:00,complete
case-5286,T06_Determine_necessity_of_stop_advice,2011-02-03T09:45:49.765+01:00,complete
case-5286,T10_Determine_necessity_to_stop_indication,2011-02-03T09:48:39.077+01:00,complete
case-5546,Confirmation_of_receipt,2011-02-02T16:03:33.805+01:00,complete
case-5546,T02_Check_confirmation_of_receipt,2011-02-02T16:04:02.926+01:00,complete
case-5546,T06_Determine_necessity_of_stop_advice,2011-02-02T16:04:33.817+01:00,complete
case-5546,T10_Determine_necessity_to_stop_indication,2011-02-02T16:05:59.790+01:00,complete
case-5546,T04_Determine_confirmation_of_receipt,2011-02-03T08:42:24.750+01:00,complete
case-5546,T05_Print_and_send_confirmation_of_receipt,2011-02-03T08:43:26.737+01:00,complete
case-5558,Confirmation_of_receipt,2011-02-03T10:59:55.704+01:00,complete
case-5558,T02_Check_confirmation_of_receipt,2011-02-03T11:00:14.089+01:00,complete
case-5558,T04_Determine_confirmation_of_receipt,2011-02-03T11:04:02.100+01:00,complete
case-5558,T05_Print_and_send_confirmation_of_receipt,2011-02-03T11:05:05.119+01:00,complete
case-5558,T06_Determine_necessity_of_stop_advice,2011-02-03T11:08:44.913+01:00,complete
case-5558,T10_Determine_necessity_to_stop_indication,2011-02-03T11:11:57.557+01:00,complete
case-5530,Confirmation_of_receipt,2011-02-03T11:07:02.147+01:00,complete
case-5530,T02_Check_confirmation_of_receipt,2011-02-03T11:30:35.377+01:00,complete
case-5530,T04_Determine_confirmation_of_receipt,2011-02-03T11:31:02.259+01:00,complete
case-5530,T06_Determine_necessity_of_stop_advice,2011-02-07T08:58:22.287+01:00,complete
case-5530,T10_Determine_necessity_to_stop_indication,2011-02-07T09:00:07.478+01:00,complete
case-5530,T05_Print_and_send_confirmation_of_receipt,2011-02-07T10:01:03.436+01:00,complete
case-5706,Confirmation_of_receipt,2011-02-04T15:19:59.421+01:00,complete
case-5706,T02_Check_confirmation_of_receipt,2011-02-04T15:20:43.442+01:00,complete
case-5706,T04_Determine_confirmation_of_receipt,2011-02-04T15:20:59.258+01:00,complete
case-5706,T05_Print_and_send_confirmation_of_receipt,2011-02-04T15:21:12.911+01:00,complete
case-5706,T06_Determine_necessity_of_stop_advice,2011-02-04T15:21:27.504+01:00,complete
case-5706,T10_Determine_necessity_to_stop_indication,2011-02-04T15:22:01.647+01:00,complete
case-5684,Confirmation_of_receipt,2011-02-04T16:55:51.677+01:00,complete
case-5684,T02_Check_confirmation_of_receipt,2011-02-04T16:56:40.140+01:00,complete
case-5684,T04_Determine_confirmation_of_receipt,2011-02-04T16:57:16.601+01:00,complete
case-5684,T05_Print_and_send_confirmation_of_receipt,2011-02-04T16:57:29.595+01:00,complete
case-5684,T06_Determine_necessity_of_stop_advice,2011-02-04T16:57:46.898+01:00,complete
case-5684,T10_Determine_necessity_to_stop_indication,2011-02-04T16:58:02.803+01:00,complete
case-5191,Confirmation_of_receipt,2011-02-07T08:49:51.378+01:00,complete
case-5191,T06_Determine_necessity_of_stop_advice,2011-02-07T08:54:22.518+01:00,complete
case-5191,T02_Check_confirmation_of_receipt,2011-02-07T08:54:51.568+01:00,complete
case-5191,T04_Determine_confirmation_of_receipt,2011-02-07T08:57:05.110+01:00,complete
case-5191,T05_Print_and_send_confirmation_of_receipt,2011-02-07T08:57:47.858+01:00,complete
case-5191,T10_Determine_necessity_to_stop_indication,2011-02-07T09:42:27.649+01:00,complete
case-5529,Confirmation_of_receipt,2011-02-07T11:11:07.485+01:00,complete
case-5529,T02_Check_confirmation_of_receipt,2011-02-07T11:15:21.902+01:00,complete
case-5529,T04_Determine_confirmation_of_receipt,2011-02-07T11:20:12.503+01:00,complete
case-5529,T05_Print_and_send_confirmation_of_receipt,2011-02-07T11:21:19.202+01:00,complete
case-5529,T06_Determine_necessity_of_stop_advice,2011-02-07T11:21:45.194+01:00,complete
case-5529,T10_Determine_necessity_to_stop_indication,2011-02-07T11:22:20.117+01:00,complete
case-5510,Confirmation_of_receipt,2011-02-08T09:06:07.304+01:00,complete
case-5683,Confirmation_of_receipt,2011-02-08T10:55:26.620+01:00,complete
case-5683,T02_Check_confirmation_of_receipt,2011-02-08T10:55:52.858+01:00,complete
case-5683,T06_Determine_necessity_of_stop_advice,2011-02-08T10:57:16.401+01:00,complete
case-5683,T10_Determine_necessity_to_stop_indication,2011-02-08T10:58:00.736+01:00,complete
case-5683,T04_Determine_confirmation_of_receipt,2011-02-10T11:48:57.639+01:00,complete
case-5683,T05_Print_and_send_confirmation_of_receipt,2011-02-11T09:06:51.545+01:00,complete
case-5535,Confirmation_of_receipt,2011-02-08T13:49:59.784+01:00,complete
case-5535,T06_Determine_necessity_of_stop_advice,2011-02-08T13:50:36.598+01:00,complete
case-5535,T10_Determine_necessity_to_stop_indication,2011-02-08T13:55:10.041+01:00,complete
case-5535,T02_Check_confirmation_of_receipt,2011-02-08T14:43:02.610+01:00,complete
case-5535,T04_Determine_confirmation_of_receipt,2011-02-10T09:45:41.590+01:00,complete
case-5535,T05_Print_and_send_confirmation_of_receipt,2011-02-10T09:45:54.059+01:00,complete
case-5132,Confirmation_of_receipt,2011-02-08T13:54:55.354+01:00,complete
case-5122,Confirmation_of_receipt,2011-02-08T14:04:04.616+01:00,complete
case-5566,Confirmation_of_receipt,2011-02-08T14:41:45.686+01:00,complete
case-5566,T02_Check_confirmation_of_receipt,2011-02-08T14:42:01.733+01:00,complete
case-5566,T04_Determine_confirmation_of_receipt,2011-02-09T07:59:25.720+01:00,complete
case-5566,T05_Print_and_send_confirmation_of_receipt,2011-02-09T12:12:19.613+01:00,complete
case-5566,T06_Determine_necessity_of_stop_advice,2011-02-11T14:32:16.404+01:00,complete
case-5566,T10_Determine_necessity_to_stop_indication,2011-02-11T14:34:55.921+01:00,complete
case-5377,Confirmation_of_receipt,2011-02-08T14:43:41.336+01:00,complete
case-5594,Confirmation_of_receipt,2011-02-08T15:30:55.087+01:00,complete
case-5594,T02_Check_confirmation_of_receipt,2011-02-09T07:56:45.858+01:00,complete
case-5594,T04_Determine_confirmation_of_receipt,2011-02-09T07:57:03.458+01:00,complete
case-5594,T05_Print_and_send_confirmation_of_receipt,2011-02-09T12:10:43.894+01:00,complete
case-5594,T06_Determine_necessity_of_stop_advice,2011-02-14T14:32:29.749+01:00,complete
case-5594,T10_Determine_necessity_to_stop_indication,2011-02-14T14:35:51.244+01:00,complete
case-5561,Confirmation_of_receipt,2011-02-09T09:16:53.116+01:00,complete
case-5561,T02_Check_confirmation_of_receipt,2011-02-09T09:17:10.172+01:00,complete
case-5561,T06_Determine_necessity_of_stop_advice,2011-02-09T09:17:43.728+01:00,complete
case-5561,T04_Determine_confirmation_of_receipt,2011-02-10T11:47:31.055+01:00,complete
case-5561,T05_Print_and_send_confirmation_of_receipt,2011-02-11T09:07:52.194+01:00,complete
case-5561,T10_Determine_necessity_to_stop_indication,2011-02-11T11:03:25.763+01:00,complete
case-5710,Confirmation_of_receipt,2011-02-09T12:07:29.300+01:00,complete
case-5710,T02_Check_confirmation_of_receipt,2011-02-09T12:07:46.209+01:00,complete
case-5710,T06_Determine_necessity_of_stop_advice,2011-02-09T13:16:38.491+01:00,complete
case-5710,T10_Determine_necessity_to_stop_indication,2011-02-09T13:18:06.103+01:00,complete
case-5710,T04_Determine_confirmation_of_receipt,2011-02-10T09:58:36.256+01:00,complete
case-5710,T05_Print_and_send_confirmation_of_receipt,2011-02-10T09:58:47.927+01:00,complete
case-5926,Confirmation_of_receipt,2011-02-09T15:06:38.763+01:00,complete
case-5580,Confirmation_of_receipt,2011-02-09T15:52:24.439+01:00,complete
case-5580,T02_Check_confirmation_of_receipt,2011-02-09T15:52:49.522+01:00,complete
case-5580,T04_Determine_confirmation_of_receipt,2011-02-10T11:52:23.353+01:00,complete
case-5580,T05_Print_and_send_confirmation_of_receipt,2011-02-10T13:18:24.356+01:00,complete
case-5580,T06_Determine_necessity_of_stop_advice,2011-02-10T14:40:31.733+01:00,complete
case-5580,T10_Determine_necessity_to_stop_indication,2011-02-10T15:04:09.440+01:00,complete
case-5712,Confirmation_of_receipt,2011-02-10T09:30:52.063+01:00,complete
case-5712,T02_Check_confirmation_of_receipt,2011-02-10T09:31:05.872+01:00,complete
case-5712,T04_Determine_confirmation_of_receipt,2011-02-10T09:31:57.654+01:00,complete
case-5712,T05_Print_and_send_confirmation_of_receipt,2011-02-10T09:32:24.434+01:00,complete
case-5712,T06_Determine_necessity_of_stop_advice,2011-02-10T09:32:34.788+01:00,complete
case-5712,T10_Determine_necessity_to_stop_indication,2011-02-10T09:33:03.566+01:00,complete
case-5382,Confirmation_of_receipt,2011-02-10T11:26:36.273+01:00,complete
case-5382,T02_Check_confirmation_of_receipt,2011-02-10T11:38:31.394+01:00,complete
case-5382,T06_Determine_necessity_of_stop_advice,2011-02-10T11:42:11.791+01:00,complete
case-5382,T10_Determine_necessity_to_stop_indication,2011-02-10T11:42:29.053+01:00,complete
case-5382,T04_Determine_confirmation_of_receipt,2011-02-10T12:00:29.578+01:00,complete
case-5382,T05_Print_and_send_confirmation_of_receipt,2011-02-11T09:09:15.209+01:00,complete
case-5767,Confirmation_of_receipt,2011-02-10T12:06:34.506+01:00,complete
case-5767,T02_Check_confirmation_of_receipt,2011-02-10T12:06:49.852+01:00,complete
case-5767,T04_Determine_confirmation_of_receipt,2011-02-10T12:07:01.894+01:00,complete
case-5767,T05_Print_and_send_confirmation_of_receipt,2011-02-10T12:07:13.399+01:00,complete
case-5767,T06_Determine_necessity_of_stop_advice,2011-02-28T13:21:28.433+01:00,complete
case-5767,T10_Determine_necessity_to_stop_indication,2011-02-28T13:21:42.130+01:00,complete
case-5536,Confirmation_of_receipt,2011-02-10T13:13:09.414+01:00,complete
case-5536,T02_Check_confirmation_of_receipt,2011-02-10T13:13:25.364+01:00,complete
case-5536,T06_Determine_necessity_of_stop_advice,2011-02-10T13:14:55.089+01:00,complete
case-5536,T10_Determine_necessity_to_stop_indication,2011-02-10T13:15:11.585+01:00,complete
case-5536,T04_Determine_confirmation_of_receipt,2011-02-11T08:49:04.649+01:00,complete
case-5536,T05_Print_and_send_confirmation_of_receipt,2011-02-11T09:12:14.412+01:00,complete
case-5599,Confirmation_of_receipt,2011-02-10T15:19:26.313+01:00,complete
case-5599,T02_Check_confirmation_of_receipt,2011-02-10T15:19:38.966+01:00,complete
case-5599,T04_Determine_confirmation_of_receipt,2011-02-10T15:20:13.637+01:00,complete
case-5599,T05_Print_and_send_confirmation_of_receipt,2011-02-10T15:20:34.639+01:00,complete
case-5599,T06_Determine_necessity_of_stop_advice,2011-02-11T11:29:14.514+01:00,complete
case-5599,T10_Determine_necessity_to_stop_indication,2011-02-11T11:29:36.478+01:00,complete
case-5686,Confirmation_of_receipt,2011-02-11T09:30:00.863+01:00,complete
case-5686,T02_Check_confirmation_of_receipt,2011-02-11T09:30:21.274+01:00,complete
case-5686,T04_Determine_confirmation_of_receipt,2011-02-11T09:31:55.567+01:00,complete
case-5686,T05_Print_and_send_confirmation_of_receipt,2011-02-11T09:32:10.489+01:00,complete
case-5686,T06_Determine_necessity_of_stop_advice,2011-02-11T09:33:28.394+01:00,complete
case-5686,T10_Determine_necessity_to_stop_indication,2011-02-11T09:33:53.772+01:00,complete
case-5761,Confirmation_of_receipt,2011-02-11T14:44:32.645+01:00,complete
case-5761,T06_Determine_necessity_of_stop_advice,2011-02-11T14:45:15.718+01:00,complete
case-5761,T10_Determine_necessity_to_stop_indication,2011-02-11T14:45:33.317+01:00,complete
case-5761,T02_Check_confirmation_of_receipt,2011-02-11T15:13:30.857+01:00,complete
case-5761,T04_Determine_confirmation_of_receipt,2011-02-11T15:16:23.241+01:00,complete
case-5761,T05_Print_and_send_confirmation_of_receipt,2011-02-11T15:16:34.253+01:00,complete
case-5874,Confirmation_of_receipt,2011-02-11T15:09:11.760+01:00,complete
case-5874,T02_Check_confirmation_of_receipt,2011-02-11T15:17:23.406+01:00,complete
case-5874,T04_Determine_confirmation_of_receipt,2011-02-14T11:58:26.238+01:00,complete
case-5874,T05_Print_and_send_confirmation_of_receipt,2011-02-15T11:21:32.907+01:00,complete
case-5874,T06_Determine_necessity_of_stop_advice,2011-02-17T13:22:13.249+01:00,complete
case-5874,T10_Determine_necessity_to_stop_indication,2011-02-17T13:29:46.472+01:00,complete
case-5923,Confirmation_of_receipt,2011-02-14T08:29:15.391+01:00,complete
case-5923,T02_Check_confirmation_of_receipt,2011-02-14T08:29:48.971+01:00,complete
case-5923,T04_Determine_confirmation_of_receipt,2011-02-14T08:30:04.764+01:00,complete
case-5923,T05_Print_and_send_confirmation_of_receipt,2011-02-14T08:30:14.253+01:00,complete
case-5923,T06_Determine_necessity_of_stop_advice,2011-02-14T08:30:29.648+01:00,complete
case-5923,T10_Determine_necessity_to_stop_indication,2011-02-14T08:30:47.931+01:00,complete
case-5533,Confirmation_of_receipt,2011-02-14T08:39:23.914+01:00,complete
case-5533,T02_Check_confirmation_of_receipt,2011-02-14T08:40:05.195+01:00,complete
case-5533,T06_Determine_necessity_of_stop_advice,2011-02-14T08:40:18.353+01:00,complete
case-5533,T10_Determine_necessity_to_stop_indication,2011-02-14T08:40:35.976+01:00,complete
case-5533,T11_Create_document_X_request_unlicensed,2011-02-14T08:57:35.249+01:00,complete
case-5533,T12_Check_document_X_request_unlicensed,2011-02-14T09:17:01.432+01:00,complete
case-5533,T04_Determine_confirmation_of_receipt,2011-02-14T12:01:30.911+01:00,complete
case-5533,T14_Determine_document_X_request_unlicensed,2011-02-14T12:03:23.014+01:00,complete
case-5533,T05_Print_and_send_confirmation_of_receipt,2011-02-15T11:21:45.035+01:00,complete
case-5533,T15_Print_document_X_request_unlicensed,2011-02-15T11:25:09.113+01:00,complete
case-5878,Confirmation_of_receipt,2011-02-14T09:49:45.134+01:00,complete
case-5878,T06_Determine_necessity_of_stop_advice,2011-02-14T09:50:40.423+01:00,complete
case-5878,T02_Check_confirmation_of_receipt,2011-02-14T09:50:54.090+01:00,complete
case-5878,T10_Determine_necessity_to_stop_indication,2011-02-14T09:51:10.694+01:00,complete
case-5878,T04_Determine_confirmation_of_receipt,2011-02-14T12:19:09.483+01:00,complete
case-5878,T05_Print_and_send_confirmation_of_receipt,2011-02-15T11:22:12.128+01:00,complete
case-5582,Confirmation_of_receipt,2011-02-14T12:01:18.318+01:00,complete
case-5582,T02_Check_confirmation_of_receipt,2011-02-14T12:02:06.338+01:00,complete
case-5582,T06_Determine_necessity_of_stop_advice,2011-02-14T12:02:29.678+01:00,complete
case-5582,T10_Determine_necessity_to_stop_indication,2011-02-14T12:02:49.723+01:00,complete
case-5582,T04_Determine_confirmation_of_receipt,2011-02-14T12:10:06.831+01:00,complete
case-5582,T05_Print_and_send_confirmation_of_receipt,2011-02-15T11:21:59.047+01:00,complete
case-5704,Confirmation_of_receipt,2011-02-14T12:59:07.997+01:00,complete
case-5704,T02_Check_confirmation_of_receipt,2011-02-14T12:59:47.552+01:00,complete
case-5704,T06_Determine_necessity_of_stop_advice,2011-02-14T13:00:33.090+01:00,complete
case-5704,T10_Determine_necessity_to_stop_indication,2011-02-14T13:00:54.912+01:00,complete
case-5704,T04_Determine_confirmation_of_receipt,2011-02-15T16:35:19.685+01:00,complete
case-5704,T05_Print_and_send_confirmation_of_receipt,2011-02-16T07:48:50.218+01:00,complete
case-5542,Confirmation_of_receipt,2011-02-14T15:18:06.124+01:00,complete
case-5943,Confirmation_of_receipt,2011-02-14T15:46:18.518+01:00,complete
case-5943,T02_Check_confirmation_of_receipt,2011-02-14T15:46:36.377+01:00,complete
case-5943,T06_Determine_necessity_of_stop_advice,2011-02-14T15:47:01.511+01:00,complete
case-5943,T10_Determine_necessity_to_stop_indication,2011-02-14T15:47:44.760+01:00,complete
case-5943,T04_Determine_confirmation_of_receipt,2011-02-15T16:43:16.047+01:00,complete
case-5943,T05_Print_and_send_confirmation_of_receipt,2011-02-16T14:23:01.644+01:00,complete
case-5942,Confirmation_of_receipt,2011-02-14T16:20:31.973+01:00,complete
case-5942,T06_Determine_necessity_of_stop_advice,2011-02-14T16:21:20.653+01:00,complete
case-5942,T10_Determine_necessity_to_stop_indication,2011-02-14T16:21:36.335+01:00,complete
case-5942,T02_Check_confirmation_of_receipt,2011-02-21T11:44:26.314+01:00,complete
case-5942,T04_Determine_confirmation_of_receipt,2011-02-21T15:42:33.606+01:00,complete
case-5942,T05_Print_and_send_confirmation_of_receipt,2011-02-23T11:06:33.728+01:00,complete
case-5952,Confirmation_of_receipt,2011-02-14T16:30:11.722+01:00,complete
case-5952,T06_Determine_necessity_of_stop_advice,2011-02-14T16:30:31.521+01:00,complete
case-5952,T10_Determine_necessity_to_stop_indication,2011-02-14T16:30:44.688+01:00,complete
case-5952,T02_Check_confirmation_of_receipt,2011-02-21T11:45:07.795+01:00,complete
case-5952,T04_Determine_confirmation_of_receipt,2011-02-21T15:44:17.404+01:00,complete
case-5952,T05_Print_and_send_confirmation_of_receipt,2011-02-23T11:34:04.762+01:00,complete
case-5749,Confirmation_of_receipt,2011-02-15T13:54:11.090+01:00,complete
case-5749,T02_Check_confirmation_of_receipt,2011-02-16T13:38:55.940+01:00,complete
case-5749,T06_Determine_necessity_of_stop_advice,2011-02-16T13:52:04.901+01:00,complete
case-5749,T04_Determine_confirmation_of_receipt,2011-02-16T14:58:18.910+01:00,complete
case-5749,T10_Determine_necessity_to_stop_indication,2011-02-16T15:26:24.365+01:00,complete
case-5749,T05_Print_and_send_confirmation_of_receipt,2011-02-17T15:10:30.022+01:00,complete
case-5541,Confirmation_of_receipt,2011-02-15T14:33:43.076+01:00,complete
case-5419,Confirmation_of_receipt,2011-02-15T14:59:07.340+01:00,complete
case-6009,Confirmation_of_receipt,2011-02-15T15:02:12.233+01:00,complete
case-6009,T02_Check_confirmation_of_receipt,2011-02-15T15:02:52.613+01:00,complete
case-6009,T04_Determine_confirmation_of_receipt,2011-02-15T15:03:11.659+01:00,complete
case-6009,T05_Print_and_send_confirmation_of_receipt,2011-02-15T15:03:25.931+01:00,complete
case-6009,T06_Determine_necessity_of_stop_advice,2011-02-15T15:08:54.387+01:00,complete
case-6009,T10_Determine_necessity_to_stop_indication,2011-02-15T15:16:08.086+01:00,complete
case-5597,Confirmation_of_receipt,2011-02-15T15:09:27.025+01:00,complete
case-5597,T02_Check_confirmation_of_receipt,2011-02-15T15:09:49.796+01:00,complete
case-5597,T04_Determine_confirmation_of_receipt,2011-02-15T15:10:40.691+01:00,complete
case-5597,T05_Print_and_send_confirmation_of_receipt,2011-02-15T15:11:06.077+01:00,complete
case-5597,T06_Determine_necessity_of_stop_advice,2011-02-15T15:11:24.982+01:00,complete
case-5597,T10_Determine_necessity_to_stop_indication,2011-02-15T15:11:46.393+01:00,complete
case-5597,T11_Create_document_X_request_unlicensed,2011-02-24T15:53:25.233+01:00,complete
case-5597,T12_Check_document_X_request_unlicensed,2011-02-25T09:10:36.708+01:00,complete
case-5597,T14_Determine_document_X_request_unlicensed,2011-02-28T09:02:43.447+01:00,complete
case-5597,T15_Print_document_X_request_unlicensed,2011-02-28T11:47:00.458+01:00,complete
case-5583,Confirmation_of_receipt,2011-02-15T15:12:39.185+01:00,complete
case-6015,Confirmation_of_receipt,2011-02-15T15:29:29.915+01:00,complete
case-6015,T02_Check_confirmation_of_receipt,2011-02-15T15:45:56.421+01:00,complete
case-6015,T04_Determine_confirmation_of_receipt,2011-02-15T15:46:10.121+01:00,complete
case-6015,T06_Determine_necessity_of_stop_advice,2011-02-15T15:46:33.991+01:00,complete
case-6015,T07-1_Draft_intern_advice_aspect_1,2011-02-15T15:47:20.899+01:00,complete
case-6015,T06_Determine_necessity_of_stop_advice,2011-02-15T15:47:47.680+01:00,complete
case-6015,T10_Determine_necessity_to_stop_indication,2011-02-15T15:48:36.617+01:00,complete
case-6015,T05_Print_and_send_confirmation_of_receipt,2011-02-16T14:03:48.596+01:00,complete
case-6012,Confirmation_of_receipt,2011-02-15T16:21:09.031+01:00,complete
case-6012,T02_Check_confirmation_of_receipt,2011-02-15T16:21:27.674+01:00,complete
case-6012,T04_Determine_confirmation_of_receipt,2011-02-15T16:21:36.900+01:00,complete
case-6012,T05_Print_and_send_confirmation_of_receipt,2011-02-15T16:21:46.222+01:00,complete
case-6012,T06_Determine_necessity_of_stop_advice,2011-02-15T16:21:58.843+01:00,complete
case-6012,T10_Determine_necessity_to_stop_indication,2011-02-15T16:22:14.939+01:00,complete
case-5956,Confirmation_of_receipt,2011-02-16T11:26:51.816+01:00,complete
case-5956,T02_Check_confirmation_of_receipt,2011-02-16T12:35:30.683+01:00,complete
case-5956,T04_Determine_confirmation_of_receipt,2011-02-16T12:35:48.090+01:00,complete
case-5956,T05_Print_and_send_confirmation_of_receipt,2011-02-16T14:37:51.629+01:00,complete
case-5956,T06_Determine_necessity_of_stop_advice,2011-02-28T14:44:17.301+01:00,complete
case-5956,T10_Determine_necessity_to_stop_indication,2011-02-28T14:45:03.626+01:00,complete
case-5549,Confirmation_of_receipt,2011-02-16T11:30:59.689+01:00,complete
case-5549,T02_Check_confirmation_of_receipt,2011-02-16T11:31:21.991+01:00,complete
case-5549,T06_Determine_necessity_of_stop_advice,2011-02-16T11:31:39.228+01:00,complete
case-5549,T10_Determine_necessity_to_stop_indication,2011-02-16T11:32:05.835+01:00,complete
case-5549,T04_Determine_confirmation_of_receipt,2011-02-16T13:46:42.897+01:00,complete
case-5549,T05_Print_and_send_confirmation_of_receipt,2011-02-16T14:28:55.869+01:00,complete
case-5983,Confirmation_of_receipt,2011-02-16T11:37:58.519+01:00,complete
case-5983,T02_Check_confirmation_of_receipt,2011-02-16T12:37:06.649+01:00,complete
case-5983,T04_Determine_confirmation_of_receipt,2011-02-16T12:37:18.779+01:00,complete
case-5983,T05_Print_and_send_confirmation_of_receipt,2011-02-16T14:24:36.004+01:00,complete
case-5983,T06_Determine_necessity_of_stop_advice,2011-02-18T10:36:01.130+01:00,complete
case-5983,T10_Determine_necessity_to_stop_indication,2011-02-18T10:36:19.540+01:00,complete
case-5559,Confirmation_of_receipt,2011-02-16T14:10:34.432+01:00,complete
case-5559,T06_Determine_necessity_of_stop_advice,2011-02-16T14:10:56.225+01:00,complete
case-5559,T10_Determine_necessity_to_stop_indication,2011-02-16T14:12:28.219+01:00,complete
case-5559,T02_Check_confirmation_of_receipt,2011-02-22T14:53:56.427+01:00,complete
case-5559,T04_Determine_confirmation_of_receipt,2011-02-28T11:51:04.126+01:00,complete
case-5559,T05_Print_and_send_confirmation_of_receipt,2011-03-01T09:58:22.103+01:00,complete
case-5987,Confirmation_of_receipt,2011-02-16T14:23:08.600+01:00,complete
case-5714,Confirmation_of_receipt,2011-02-16T15:22:10.836+01:00,complete
case-5714,T02_Check_confirmation_of_receipt,2011-02-16T15:22:23.873+01:00,complete
case-5714,T04_Determine_confirmation_of_receipt,2011-02-16T15:22:38.402+01:00,complete
case-5714,T05_Print_and_send_confirmation_of_receipt,2011-02-16T15:22:48.748+01:00,complete
case-5714,T06_Determine_necessity_of_stop_advice,2011-03-01T10:16:07.490+01:00,complete
case-5714,T10_Determine_necessity_to_stop_indication,2011-03-01T10:16:31.090+01:00,complete
case-5958,Confirmation_of_receipt,2011-02-17T08:19:33.087+01:00,complete
case-5547,Confirmation_of_receipt,2011-02-17T08:50:26.915+01:00,complete
case-5547,T02_Check_confirmation_of_receipt,2011-02-17T08:50:51.959+01:00,complete
case-5547,T06_Determine_necessity_of_stop_advice,2011-02-17T08:55:28.954+01:00,complete
case-5547,T10_Determine_necessity_to_stop_indication,2011-02-17T08:57:25.431+01:00,complete
case-5547,T04_Determine_confirmation_of_receipt,2011-02-21T09:42:46.001+01:00,complete
case-5547,T05_Print_and_send_confirmation_of_receipt,2011-02-22T16:12:06.818+01:00,complete
case-5957,Confirmation_of_receipt,2011-02-17T10:21:31.067+01:00,complete
case-5957,T02_Check_confirmation_of_receipt,2011-02-17T10:22:02.411+01:00,complete
case-5957,T04_Determine_confirmation_of_receipt,2011-02-17T10:22:15.628+01:00,complete
case-5957,T05_Print_and_send_confirmation_of_receipt,2011-02-17T10:22:29.825+01:00,complete
case-5957,T06_Determine_necessity_of_stop_advice,2011-02-17T10:22:51.453+01:00,complete
case-5957,T10_Determine_necessity_to_stop_indication,2011-02-17T10:24:24.944+01:00,complete
case-5921,Confirmation_of_receipt,2011-02-17T11:26:11.595+01:00,complete
case-5921,T02_Check_confirmation_of_receipt,2011-02-17T11:26:27.011+01:00,complete
case-5921,T04_Determine_confirmation_of_receipt,2011-02-17T11:26:37.683+01:00,complete
case-5921,T06_Determine_necessity_of_stop_advice,2011-02-17T11:26:53.996+01:00,complete
case-5921,T05_Print_and_send_confirmation_of_receipt,2011-02-17T11:27:05.458+01:00,complete
case-5921,T10_Determine_necessity_to_stop_indication,2011-02-17T11:28:23.847+01:00,complete
case-5743,Confirmation_of_receipt,2011-02-17T12:00:30.436+01:00,complete
case-5743,T02_Check_confirmation_of_receipt,2011-02-17T12:00:44.323+01:00,complete
case-5743,T04_Determine_confirmation_of_receipt,2011-02-17T12:01:00.905+01:00,complete
case-5743,T05_Print_and_send_confirmation_of_receipt,2011-02-17T12:01:12.016+01:00,complete
case-5743,T06_Determine_necessity_of_stop_advice,2011-02-17T12:01:42.241+01:00,complete
case-5743,T10_Determine_necessity_to_stop_indication,2011-02-17T12:02:04.663+01:00,complete
case-5766,Confirmation_of_receipt,2011-02-17T12:43:42.612+01:00,complete
case-5766,T02_Check_confirmation_of_receipt,2011-02-17T12:43:57.835+01:00,complete
case-5766,T04_Determine_confirmation_of_receipt,2011-02-17T12:44:10.561+01:00,complete
case-5766,T05_Print_and_send_confirmation_of_receipt,2011-02-17T12:44:20.053+01:00,complete
case-5766,T06_Determine_necessity_of_stop_advice,2011-02-17T12:44:30.601+01:00,complete
case-5766,T10_Determine_necessity_to_stop_indication,2011-02-17T12:44:44.909+01:00,complete
case-5875,Confirmation_of_receipt,2011-02-17T14:55:55.319+01:00,complete
case-5875,T02_Check_confirmation_of_receipt,2011-02-17T14:56:09.900+01:00,complete
case-5875,T04_Determine_confirmation_of_receipt,2011-02-17T14:56:21.947+01:00,complete
case-5875,T05_Print_and_send_confirmation_of_receipt,2011-02-17T14:56:37.296+01:00,complete
